STATE,CNTYCD,STATEDESC,COUNTY,YEAR,POVERTY,POVERTYRATE,INCOME
37,21,NC,Buncombe County,2013,"37,794",15.7,"45,738"
37,23,NC,Burke County,2013,"17,916",20.6,"36,150"
37,25,NC,Cabarrus County,2013,"22,480",12.1,"55,046"
37,27,NC,Caldwell County,2013,"14,798",18.3,"34,811"
37,29,NC,Camden County,2013,970,9.5,"60,537"
37,31,NC,Carteret County,2013,"10,268",15.2,"46,227"
37,33,NC,Caswell County,2013,"5,588",25.5,"37,122"
37,35,NC,Catawba County,2013,"25,169",16.5,"43,777"
37,37,NC,Chatham County,2013,"10,308",15.6,"56,981"
37,39,NC,Cherokee County,2013,"6,035",22.5,"34,476"
37,41,NC,Chowan County,2013,"3,201",22.2,"39,143"
37,43,NC,Clay County,2013,"2,018",19.3,"37,078"
37,45,NC,Cleveland County,2013,"18,589",19.6,"40,528"
37,47,NC,Columbus County,2013,"13,743",25.3,"35,026"
37,49,NC,Craven County,2013,"16,440",16.6,"45,022"
37,51,NC,Cumberland County,2013,"57,018",18,"44,038"
37,53,NC,Currituck County,2013,"2,820",11.7,"57,577"
37,55,NC,Dare County,2013,"3,844",11.1,"52,083"
37,57,NC,Davidson County,2013,"31,093",19.3,"40,424"
37,59,NC,Davie County,2013,"5,705",13.9,"49,708"
37,61,NC,Duplin County,2013,"15,012",25.4,"38,106"
37,63,NC,Durham County,2013,"46,789",17,"52,331"
37,65,NC,Edgecombe County,2013,"14,832",27.3,"33,080"
37,67,NC,Forsyth County,2013,"71,772",20.5,"46,163"
37,69,NC,Franklin County,2013,"11,128",18.4,"39,312"
37,71,NC,Gaston County,2013,"39,489",19.2,"42,461"
37,73,NC,Gates County,2013,"2,100",18.2,"48,194"
37,75,NC,Graham County,2013,"2,125",24.7,"33,553"
37,77,NC,Granville County,2013,"8,310",15.3,"48,680"
37,79,NC,Greene County,2013,"4,400",23.3,"39,481"
37,81,NC,Guilford County,2013,"94,530",19.2,"46,093"
37,83,NC,Halifax County,2013,"16,433",31.6,"32,597"
37,85,NC,Harnett County,2013,"22,430",18.5,"45,257"
37,87,NC,Haywood County,2013,"11,952",20.4,"39,320"
37,89,NC,Henderson County,2013,"16,721",15.5,"44,561"
37,91,NC,Hertford County,2013,"5,478",24.9,"33,616"
37,93,NC,Hoke County,2013,"11,661",23.2,"43,987"
37,95,NC,Hyde County,2013,"1,141",22.9,"36,681"
37,97,NC,Iredell County,2013,"20,631",12.7,"49,983"
37,99,NC,Jackson County,2013,"8,997",24.2,"40,511"
37,101,NC,Johnston County,2013,"29,171",16.6,"50,904"
37,103,NC,Jones County,2013,"2,092",20.7,"39,602"
37,105,NC,Lee County,2013,"10,588",17.9,"48,061"
37,107,NC,Lenoir County,2013,"12,654",21.7,"34,127"
37,109,NC,Lincoln County,2013,"11,548",14.6,"50,537"
37,111,NC,McDowell County,2013,"9,527",21.9,"36,840"
37,113,NC,Macon County,2013,"6,838",20.4,"37,219"
37,115,NC,Madison County,2013,"3,962",19.9,"37,479"
37,117,NC,Martin County,2013,"5,321",22.6,"34,761"
37,119,NC,Mecklenburg County,2013,"150,572",15.5,"54,657"
37,121,NC,Mitchell County,2013,"2,770",18.3,"38,303"
37,123,NC,Montgomery County,2013,"5,858",22.1,"35,613"
37,125,NC,Moore County,2013,"12,926",14.3,"50,169"
37,127,NC,Nash County,2013,"15,393",16.6,"41,575"
37,129,NC,New Hanover County,2013,"39,124",18.9,"48,651"
37,131,NC,Northampton County,2013,"5,847",29,"31,732"
37,133,NC,Onslow County,2013,"28,633",16.9,"45,213"
37,135,NC,Orange County,2013,"20,296",15.5,"59,472"
37,137,NC,Pamlico County,2013,"2,316",19,"43,517"
37,139,NC,Pasquotank County,2013,"8,103",21.8,"40,094"
37,141,NC,Pender County,2013,"9,899",18.3,"44,949"
37,143,NC,Perquimans County,2013,"2,825",20.9,"42,504"
37,145,NC,Person County,2013,"7,127",18.4,"42,091"
37,147,NC,Pitt County,2013,"42,483",25.4,"40,940"
37,149,NC,Polk County,2013,"2,955",14.7,"43,665"
37,151,NC,Randolph County,2013,"27,857",19.8,"40,896"
37,153,NC,Richmond County,2013,"12,340",27.3,"32,825"
37,155,NC,Robeson County,2013,"40,008",30.7,"30,248"
37,157,NC,Rockingham County,2013,"19,236",21.2,"40,446"
37,159,NC,Rowan County,2013,"25,159",18.8,"41,475"
37,161,NC,Rutherford County,2013,"15,673",23.9,"35,544"
37,163,NC,Sampson County,2013,"15,278",24.3,"35,890"
37,165,NC,Scotland County,2013,"11,447",34.1,"32,314"
37,167,NC,Stanly County,2013,"10,385",17.7,"42,801"
37,169,NC,Stokes County,2013,"6,651",14.4,"44,552"
37,171,NC,Surry County,2013,"15,337",21.3,"36,221"
37,173,NC,Swain County,2013,"3,210",23.2,"34,552"
37,175,NC,Transylvania County,2013,"4,987",15.6,"40,578"
37,177,NC,Tyrrell County,2013,979,27.2,"32,642"
37,179,NC,Union County,2013,"21,677",10.3,"63,912"
37,181,NC,Vance County,2013,"12,050",27.3,"35,565"
37,183,NC,Wake County,2013,"103,650",10.9,"65,433"
37,185,NC,Warren County,2013,"5,279",27.2,"33,767"
37,187,NC,Washington County,2013,"3,198",25.5,"31,596"
37,189,NC,Watauga County,2013,"12,683",27.3,"38,380"
37,191,NC,Wayne County,2013,"25,219",20.8,"41,526"
37,193,NC,Wilkes County,2013,"15,717",23.1,"35,895"
37,195,NC,Wilson County,2013,"16,666",20.9,"40,772"
37,197,NC,Yadkin County,2013,"7,119",18.9,"40,998"
37,199,NC,Yancey County,2013,"3,701",21.3,"35,866"
38,0,ND,North Dakota,2013,"81,055",11.6,"56,800"
38,1,ND,Adams County,2013,235,10.2,"44,833"
38,3,ND,Barnes County,2013,"1,163",10.9,"52,035"
38,5,ND,Benson County,2013,"2,063",30.2,"42,326"
38,7,ND,Billings County,2013,71,8.2,"74,636"
38,9,ND,Bottineau County,2013,643,10,"61,279"
38,11,ND,Bowman County,2013,255,8,"60,429"
38,13,ND,Burke County,2013,218,9.5,"60,416"
38,15,ND,Burleigh County,2013,"7,088",8.3,"63,503"
38,17,ND,Cass County,2013,"20,724",13.2,"53,077"
38,19,ND,Cavalier County,2013,328,8.6,"53,577"
38,21,ND,Dickey County,2013,603,12.2,"52,414"
38,23,ND,Divide County,2013,203,9,"63,616"
38,25,ND,Dunn County,2013,394,9.6,"69,914"
38,27,ND,Eddy County,2013,232,10,"46,875"
38,29,ND,Emmons County,2013,476,13.9,"43,438"
38,31,ND,Foster County,2013,276,8.3,"55,172"
38,33,ND,Golden Valley County,2013,207,11.7,"48,103"
38,35,ND,Grand Forks County,2013,"9,819",15.1,"49,697"
38,37,ND,Grant County,2013,358,15.1,"45,908"
38,39,ND,Griggs County,2013,212,9.4,"50,570"
38,41,ND,Hettinger County,2013,262,10.5,"60,171"
38,43,ND,Kidder County,2013,317,13.1,"47,390"
38,45,ND,LaMoure County,2013,388,9.6,"55,388"
38,47,ND,Logan County,2013,223,11.9,"48,520"
38,49,ND,McHenry County,2013,650,11.1,"49,078"
38,51,ND,McIntosh County,2013,404,15.2,"40,540"
38,53,ND,McKenzie County,2013,913,9.9,"75,699"
38,55,ND,McLean County,2013,996,10.6,"53,604"
38,57,ND,Mercer County,2013,601,7.1,"70,150"
38,59,ND,Morton County,2013,"2,373",8.3,"59,650"
38,61,ND,Mountrail County,2013,"1,071",11.5,"65,546"
38,63,ND,Nelson County,2013,291,9.6,"55,915"
38,65,ND,Oliver County,2013,194,10.4,"66,082"
38,67,ND,Pembina County,2013,592,8.4,"53,983"
38,69,ND,Pierce County,2013,513,12.3,"44,585"
38,71,ND,Ramsey County,2013,"1,441",13,"49,299"
38,73,ND,Ransom County,2013,469,8.8,"58,578"
38,75,ND,Renville County,2013,194,7.6,"61,533"
38,77,ND,Richland County,2013,"1,623",10.6,"54,312"
38,79,ND,Rolette County,2013,"4,271",29.6,"34,836"
38,81,ND,Sargent County,2013,250,6.5,"58,672"
38,83,ND,Sheridan County,2013,215,16.5,"43,346"
38,85,ND,Sioux County,2013,"1,628",37.3,"34,491"
38,87,ND,Slope County,2013,69,9.1,"59,852"
38,89,ND,Stark County,2013,"2,378",8.7,"69,566"
38,91,ND,Steele County,2013,143,7.3,"65,730"
38,93,ND,Stutsman County,2013,"2,346",12.1,"50,941"
38,95,ND,Towner County,2013,239,10.5,"55,199"
38,97,ND,Traill County,2013,730,9.3,"57,006"
38,99,ND,Walsh County,2013,"1,219",11.2,"48,301"
38,101,ND,Ward County,2013,"5,785",8.9,"56,192"
38,103,ND,Wells County,2013,425,10.3,"54,251"
38,105,ND,Williams County,2013,"2,271",7.8,"84,237"
39,0,OH,Ohio,2013,"1,793,523",15.9,"48,138"
39,1,OH,Adams County,2013,"6,670",24.1,"37,259"
39,3,OH,Allen County,2013,"15,963",16.1,"43,274"
39,5,OH,Ashland County,2013,"6,526",12.9,"48,196"
39,7,OH,Ashtabula County,2013,"18,129",18.9,"40,899"
39,9,OH,Athens County,2013,"17,112",31,"35,783"
39,11,OH,Auglaize County,2013,"4,401",9.7,"54,010"
39,13,OH,Belmont County,2013,"11,014",16.8,"39,264"
39,15,OH,Brown County,2013,"7,724",17.8,"43,050"
39,17,OH,Butler County,2013,"47,855",13.3,"55,992"
39,19,OH,Carroll County,2013,"4,330",15.5,"44,622"
39,21,OH,Champaign County,2013,"4,612",12,"48,516"
39,23,OH,Clark County,2013,"24,381",18.2,"44,029"
39,25,OH,Clermont County,2013,"19,151",9.7,"61,398"
39,27,OH,Clinton County,2013,"7,047",17.3,"46,541"
39,29,OH,Columbiana County,2013,"18,157",17.8,"41,996"
39,31,OH,Coshocton County,2013,"5,208",14.4,"39,496"
39,33,OH,Crawford County,2013,"7,629",18.2,"38,421"
39,35,OH,Cuyahoga County,2013,"237,268",19.2,"43,653"
39,37,OH,Darke County,2013,"7,532",14.6,"43,465"
39,39,OH,Defiance County,2013,"4,278",11.4,"48,971"
39,41,OH,Delaware County,2013,"10,290",5.6,"89,016"
39,43,OH,Erie County,2013,"11,166",15,"46,495"
39,45,OH,Fairfield County,2013,"17,067",11.8,"56,697"
39,47,OH,Fayette County,2013,"5,020",17.9,"40,031"
39,49,OH,Franklin County,2013,"210,322",17.7,"51,456"
39,51,OH,Fulton County,2013,"4,523",10.8,"51,454"
39,53,OH,Gallia County,2013,"6,033",20.3,"39,447"
39,55,OH,Geauga County,2013,"6,944",7.4,"69,078"
39,57,OH,Greene County,2013,"19,773",12.8,"60,093"
39,59,OH,Guernsey County,2013,"8,868",22.6,"39,760"
39,61,OH,Hamilton County,2013,"146,764",18.7,"47,123"
39,63,OH,Hancock County,2013,"9,280",12.6,"48,729"
39,65,OH,Hardin County,2013,"4,602",15.7,"42,474"
39,67,OH,Harrison County,2013,"2,538",16.5,"40,343"
39,69,OH,Henry County,2013,"3,090",11.2,"51,105"
39,71,OH,Highland County,2013,"9,030",21.2,"40,419"
39,73,OH,Hocking County,2013,"4,568",16.2,"42,376"
39,75,OH,Holmes County,2013,"5,291",12.4,"49,118"
39,77,OH,Huron County,2013,"8,459",14.6,"44,825"
39,79,OH,Jackson County,2013,"6,919",21.4,"37,823"
39,81,OH,Jefferson County,2013,"12,079",18.4,"38,074"
39,83,OH,Knox County,2013,"8,307",14.5,"47,053"
39,85,OH,Lake County,2013,"21,402",9.4,"55,477"
39,87,OH,Lawrence County,2013,"12,594",20.6,"41,137"
39,89,OH,Licking County,2013,"18,467",11.2,"54,909"
39,91,OH,Logan County,2013,"5,910",13.2,"50,077"
39,93,OH,Lorain County,2013,"42,733",14.6,"52,762"
39,95,OH,Lucas County,2013,"92,013",21.6,"40,751"
39,97,OH,Madison County,2013,"4,671",12.2,"54,039"
39,99,OH,Mahoning County,2013,"40,786",18,"41,076"
39,101,OH,Marion County,2013,"9,746",16.3,"42,862"
39,103,OH,Medina County,2013,"11,524",6.6,"66,720"
39,105,OH,Meigs County,2013,"4,781",20.6,"40,023"
39,107,OH,Mercer County,2013,"3,783",9.4,"55,110"
39,109,OH,Miami County,2013,"10,330",10.1,"51,892"
39,111,OH,Monroe County,2013,"2,404",16.7,"41,000"
39,113,OH,Montgomery County,2013,"97,443",18.8,"43,103"
39,115,OH,Morgan County,2013,"3,342",22.8,"36,057"
39,117,OH,Morrow County,2013,"4,608",13.3,"49,980"
39,119,OH,Muskingum County,2013,"17,249",20.6,"40,399"
39,121,OH,Noble County,2013,"2,042",17.3,"42,425"
39,123,OH,Ottawa County,2013,"4,207",10.4,"51,787"
39,125,OH,Paulding County,2013,"2,347",12.3,"46,921"
39,127,OH,Perry County,2013,"6,316",17.8,"41,586"
39,129,OH,Pickaway County,2013,"6,990",13.6,"52,666"
39,131,OH,Pike County,2013,"6,752",24.3,"41,092"
39,133,OH,Portage County,2013,"25,907",16.9,"52,576"
39,135,OH,Preble County,2013,"5,390",13.1,"47,251"
39,137,OH,Putnam County,2013,"2,419",7.2,"60,562"
39,139,OH,Richland County,2013,"20,198",17.6,"40,210"
39,141,OH,Ross County,2013,"13,869",19.4,"42,730"
39,143,OH,Sandusky County,2013,"7,636",12.9,"46,800"
39,145,OH,Scioto County,2013,"18,263",24.5,"36,682"
39,147,OH,Seneca County,2013,"7,412",13.9,"47,121"
39,149,OH,Shelby County,2013,"4,836",10,"51,529"
39,151,OH,Stark County,2013,"56,543",15.4,"45,199"
39,153,OH,Summit County,2013,"78,879",14.8,"49,353"
39,155,OH,Trumbull County,2013,"37,805",18.7,"41,951"
39,157,OH,Tuscarawas County,2013,"13,014",14.3,"44,121"
39,159,OH,Union County,2013,"3,930",7.8,"68,650"
39,161,OH,Van Wert County,2013,"3,703",13.3,"47,169"
39,163,OH,Vinton County,2013,"2,923",22.2,"37,842"
39,165,OH,Warren County,2013,"15,483",7.3,"75,041"
39,167,OH,Washington County,2013,"9,667",16.3,"41,236"
39,169,OH,Wayne County,2013,"14,584",13.1,"49,580"
39,171,OH,Williams County,2013,"4,420",12.1,"45,510"
39,173,OH,Wood County,2013,"15,799",13,"52,578"
39,175,OH,Wyandot County,2013,"2,482",11.2,"46,568"
40,0,OK,Oklahoma,2013,"624,209",16.7,"45,724"
40,1,OK,Adair County,2013,"6,695",30.4,"31,997"
40,3,OK,Alfalfa County,2013,760,15.9,"50,190"
40,5,OK,Atoka County,2013,"2,720",20.8,"34,973"
40,7,OK,Beaver County,2013,571,10.4,"55,279"
40,9,OK,Beckham County,2013,"3,445",15.9,"49,578"
40,11,OK,Blaine County,2013,"1,604",16.8,"41,276"
40,13,OK,Bryan County,2013,"8,274",19.2,"36,601"
40,15,OK,Caddo County,2013,"5,815",21.1,"37,298"
40,17,OK,Canadian County,2013,"9,039",7.3,"63,889"
40,19,OK,Carter County,2013,"8,264",17.3,"43,030"
40,21,OK,Cherokee County,2013,"10,173",22,"36,643"
40,23,OK,Choctaw County,2013,"4,045",27.3,"30,972"
40,25,OK,Cimarron County,2013,408,17.5,"39,617"
40,27,OK,Cleveland County,2013,"32,700",12.7,"54,865"
40,29,OK,Coal County,2013,"1,047",18.1,"35,538"
40,31,OK,Comanche County,2013,"23,094",20.2,"42,733"
40,33,OK,Cotton County,2013,981,16.1,"40,608"
40,35,OK,Craig County,2013,"2,755",19.9,"36,932"
40,37,OK,Creek County,2013,"10,311",14.9,"44,608"
40,39,OK,Custer County,2013,"4,210",15.1,"47,399"
40,41,OK,Delaware County,2013,"9,003",22,"36,225"
40,43,OK,Dewey County,2013,586,12.4,"49,308"
40,45,OK,Ellis County,2013,489,11.9,"49,804"
40,47,OK,Garfield County,2013,"8,281",13.7,"47,961"
40,49,OK,Garvin County,2013,"5,339",19.8,"38,414"
40,51,OK,Grady County,2013,"6,807",13,"48,671"
40,53,OK,Grant County,2013,551,12.4,"51,119"
40,55,OK,Greer County,2013,"1,087",21.7,"34,806"
40,57,OK,Harmon County,2013,648,23.5,"31,707"
40,59,OK,Harper County,2013,381,10.1,"45,395"
40,61,OK,Haskell County,2013,"2,883",22.3,"35,045"
40,63,OK,Hughes County,2013,"2,761",22.5,"34,656"
40,65,OK,Jackson County,2013,"4,378",17.3,"41,147"
40,67,OK,Jefferson County,2013,"1,363",21.7,"31,916"
40,69,OK,Johnston County,2013,"2,184",20.5,"35,171"
40,71,OK,Kay County,2013,"8,722",19.6,"41,098"
40,73,OK,Kingfisher County,2013,"1,576",10.4,"54,982"
40,75,OK,Kiowa County,2013,"1,966",21.5,"34,611"
40,77,OK,Latimer County,2013,"1,954",19.2,"36,177"
40,79,OK,Le Flore County,2013,"11,672",24.3,"35,122"
40,81,OK,Lincoln County,2013,"5,349",15.8,"42,378"
40,83,OK,Logan County,2013,"5,444",12.8,"57,490"
40,85,OK,Love County,2013,"1,421",14.7,"46,154"
40,87,OK,McClain County,2013,"3,611",10,"57,784"
40,89,OK,McCurtain County,2013,"8,256",25.4,"31,319"
40,91,OK,McIntosh County,2013,"3,799",18.8,"38,094"
40,93,OK,Major County,2013,906,12,"52,226"
40,95,OK,Marshall County,2013,"3,012",19.2,"38,055"
40,97,OK,Mayes County,2013,"8,036",20,"41,142"
40,99,OK,Murray County,2013,"2,022",15.1,"49,816"
40,101,OK,Muskogee County,2013,"13,253",19.9,"38,574"
40,103,OK,Noble County,2013,"1,510",13.4,"47,028"
40,105,OK,Nowata County,2013,"1,891",18.2,"40,563"
40,107,OK,Okfuskee County,2013,"2,864",25.3,"34,982"
40,109,OK,Oklahoma County,2013,"129,256",17.5,"45,988"
40,111,OK,Okmulgee County,2013,"7,465",19.7,"36,588"
40,113,OK,Osage County,2013,"6,476",14,"49,999"
40,115,OK,Ottawa County,2013,"7,036",22.6,"35,921"
40,117,OK,Pawnee County,2013,"2,508",15.4,"42,967"
40,119,OK,Payne County,2013,"16,364",23,"39,609"
40,121,OK,Pittsburg County,2013,"7,662",18.1,"41,105"
40,123,OK,Pontotoc County,2013,"7,449",20.5,"40,479"
40,125,OK,Pottawatomie County,2013,"12,878",19,"44,405"
40,127,OK,Pushmataha County,2013,"2,700",24.4,"32,352"
40,129,OK,Roger Mills County,2013,454,12.2,"53,962"
40,131,OK,Rogers County,2013,"8,036",9.2,"55,865"
40,133,OK,Seminole County,2013,"5,879",23.7,"34,731"
40,135,OK,Sequoyah County,2013,"10,179",25,"33,912"
40,137,OK,Stephens County,2013,"7,055",15.9,"45,607"
40,139,OK,Texas County,2013,"2,943",13.7,"46,914"
40,141,OK,Tillman County,2013,"1,637",22.1,"35,054"
40,143,OK,Tulsa County,2013,"95,783",15.7,"48,082"
40,145,OK,Wagoner County,2013,"8,676",11.5,"53,098"
40,147,OK,Washington County,2013,"7,012",13.8,"46,836"
40,149,OK,Washita County,2013,"1,781",15.6,"46,742"
40,151,OK,Woods County,2013,"1,151",14.4,"48,583"
40,153,OK,Woodward County,2013,"2,910",14.6,"54,158"
41,0,OR,Oregon,2013,"637,505",16.5,"50,228"
41,1,OR,Baker County,2013,"2,273",14.5,"42,200"
41,3,OR,Benton County,2013,"16,999",20.8,"50,714"
41,5,OR,Clackamas County,2013,"37,313",9.7,"66,514"
41,7,OR,Clatsop County,2013,"6,118",16.7,"43,048"
41,9,OR,Columbia County,2013,"5,766",11.8,"55,222"
41,11,OR,Coos County,2013,"11,973",19.6,"37,583"
41,13,OR,Crook County,2013,"3,597",17.4,"43,343"
41,15,OR,Curry County,2013,"4,148",18.7,"37,175"
41,17,OR,Deschutes County,2013,"25,103",15.2,"49,427"
41,19,OR,Douglas County,2013,"20,585",19.5,"40,243"
41,21,OR,Gilliam County,2013,229,11.9,"50,027"
41,23,OR,Grant County,2013,"1,295",18,"40,569"
41,25,OR,Harney County,2013,"1,268",18.1,"37,041"
41,27,OR,Hood River County,2013,"3,315",14.8,"50,891"
41,29,OR,Jackson County,2013,"38,475",18.7,"43,393"
41,31,OR,Jefferson County,2013,"4,558",21.8,"41,107"
41,33,OR,Josephine County,2013,"15,955",19.4,"37,619"
41,35,OR,Klamath County,2013,"11,811",18.2,"37,542"
41,37,OR,Lake County,2013,"1,543",20.9,"37,856"
41,39,OR,Lane County,2013,"73,471",21.1,"43,778"
41,41,OR,Lincoln County,2013,"9,206",20.1,"39,801"
41,43,OR,Linn County,2013,"22,370",19,"44,941"
41,45,OR,Malheur County,2013,"8,016",29.4,"34,565"
41,47,OR,Marion County,2013,"58,836",18.8,"46,919"
41,49,OR,Morrow County,2013,"1,903",16.8,"51,289"
41,51,OR,Multnomah County,2013,"137,021",18.2,"53,624"
41,53,OR,Polk County,2013,"13,680",18.3,"51,224"
41,55,OR,Sherman County,2013,294,17.1,"52,679"
41,57,OR,Tillamook County,2013,"4,116",16.6,"41,584"
41,59,OR,Umatilla County,2013,"12,416",17.1,"47,053"
41,61,OR,Union County,2013,"4,806",19.4,"41,331"
41,63,OR,Wallowa County,2013,"1,011",15.1,"42,751"
41,65,OR,Wasco County,2013,"4,276",17.2,"42,461"
41,67,OR,Washington County,2013,"59,829",10.9,"63,632"
41,69,OR,Wheeler County,2013,307,22.6,"33,065"
41,71,OR,Yamhill County,2013,"13,623",14.3,"57,427"
42,0,PA,Pennsylvania,2013,"1,687,854",13.7,"52,005"
42,1,PA,Adams County,2013,"9,289",9.5,"57,725"
42,3,PA,Allegheny County,2013,"161,788",13.5,"51,400"
42,5,PA,Armstrong County,2013,"9,890",14.7,"42,927"
42,7,PA,Beaver County,2013,"18,948",11.3,"49,215"
42,9,PA,Bedford County,2013,"6,547",13.5,"48,003"
42,11,PA,Berks County,2013,"56,294",14,"55,634"
42,13,PA,Blair County,2013,"19,894",16.2,"41,756"
42,15,PA,Bradford County,2013,"8,292",13.5,"49,117"
42,17,PA,Bucks County,2013,"39,831",6.4,"73,662"
42,19,PA,Butler County,2013,"16,901",9.4,"58,430"
42,21,PA,Cambria County,2013,"21,465",16.2,"40,930"
42,23,PA,Cameron County,2013,703,14.6,"37,891"
42,25,PA,Carbon County,2013,"9,010",14.1,"44,338"
42,27,PA,Centre County,2013,"25,320",18.4,"52,559"
42,29,PA,Chester County,2013,"34,633",7,"83,775"
42,31,PA,Clarion County,2013,"7,045",18.7,"40,043"
42,33,PA,Clearfield County,2013,"12,497",16.5,"39,912"
42,35,PA,Clinton County,2013,"5,245",14.2,"44,887"
42,37,PA,Columbia County,2013,"10,650",17.1,"45,564"
42,39,PA,Crawford County,2013,"12,018",14.4,"43,793"
42,41,PA,Cumberland County,2013,"19,611",8.6,"60,134"
42,43,PA,Dauphin County,2013,"36,617",13.8,"53,480"
42,45,PA,Delaware County,2013,"58,964",10.9,"64,186"
42,47,PA,Elk County,2013,"3,044",9.8,"46,388"
42,49,PA,Erie County,2013,"47,894",17.9,"44,223"
42,51,PA,Fayette County,2013,"25,206",19.2,"37,929"
42,53,PA,Forest County,2013,"1,248",24.5,"38,087"
42,55,PA,Franklin County,2013,"17,633",11.8,"53,913"
42,57,PA,Fulton County,2013,"1,809",12.5,"46,032"
42,59,PA,Greene County,2013,"5,657",16.3,"45,156"
42,61,PA,Huntingdon County,2013,"6,036",14.8,"42,479"
42,63,PA,Indiana County,2013,"12,129",14.7,"44,504"
42,65,PA,Jefferson County,2013,"6,848",15.5,"41,637"
42,67,PA,Juniata County,2013,"2,878",11.8,"46,183"
42,69,PA,Lackawanna County,2013,"30,418",14.8,"44,926"
42,71,PA,Lancaster County,2013,"54,181",10.5,"56,766"
42,73,PA,Lawrence County,2013,"12,056",13.8,"43,199"
42,75,PA,Lebanon County,2013,"14,738",11.2,"54,952"
42,77,PA,Lehigh County,2013,"49,242",14.2,"53,722"
42,79,PA,Luzerne County,2013,"49,721",16.1,"44,734"
42,81,PA,Lycoming County,2013,"15,605",14,"46,663"
42,83,PA,Mc Kean County,2013,"7,539",19,"41,653"
42,85,PA,Mercer County,2013,"15,308",14.1,"43,936"
42,87,PA,Mifflin County,2013,"6,658",14.5,"42,567"
42,89,PA,Monroe County,2013,"19,512",12,"55,273"
42,91,PA,Montgomery County,2013,"54,020",6.8,"77,021"
42,93,PA,Montour County,2013,"1,835",10.3,"53,329"
42,95,PA,Northampton County,2013,"29,237",10.1,"59,605"
42,97,PA,Northumberland County,2013,"13,256",14.7,"41,078"
42,99,PA,Perry County,2013,"4,572",10.2,"56,544"
42,101,PA,Philadelphia County,2013,"390,541",26,"36,918"
42,103,PA,Pike County,2013,"5,804",10.4,"60,168"
42,105,PA,Potter County,2013,"2,653",15.4,"39,781"
42,107,PA,Schuylkill County,2013,"19,037",13.6,"41,514"
42,109,PA,Snyder County,2013,"4,463",12,"45,558"
42,111,PA,Somerset County,2013,"9,095",12.7,"42,712"
42,113,PA,Sullivan County,2013,885,14.3,"41,668"
42,115,PA,Susquehanna County,2013,"6,018",14.4,"49,244"
42,117,PA,Tioga County,2013,"5,345",13.2,"45,052"
42,119,PA,Union County,2013,"4,843",13.5,"49,488"
42,121,PA,Venango County,2013,"8,377",15.8,"41,736"
42,123,PA,Warren County,2013,"5,692",14.2,"42,043"
42,125,PA,Washington County,2013,"22,123",10.9,"54,919"
42,127,PA,Wayne County,2013,"5,659",11.8,"45,807"
42,129,PA,Westmoreland County,2013,"38,016",10.7,"51,412"
42,131,PA,Wyoming County,2013,"3,093",11.3,"47,012"
42,133,PA,York County,2013,"46,480",10.8,"56,963"
44,0,RI,Rhode Island,2013,"148,275",14.7,"55,015"
44,1,RI,Bristol County,2013,"3,809",8.2,"68,415"
44,3,RI,Kent County,2013,"13,270",8.1,"63,232"
44,5,RI,Newport County,2013,"8,015",10.1,"67,291"
44,7,RI,Providence County,2013,"111,626",18.6,"47,642"
44,9,RI,Washington County,2013,"11,554",9.6,"69,267"
45,0,SC,South Carolina,2013,"858,553",18.5,"44,310"
45,1,SC,Abbeville County,2013,"4,918",20.3,"36,187"
45,3,SC,Aiken County,2013,"29,553",18.3,"43,876"
45,5,SC,Allendale County,2013,"3,616",42.4,"25,753"
45,7,SC,Anderson County,2013,"31,258",16.7,"41,591"
45,9,SC,Bamberg County,2013,"4,430",30.7,"30,762"
45,11,SC,Barnwell County,2013,"5,455",25,"31,899"
45,13,SC,Beaufort County,2013,"23,447",14.1,"56,354"
45,15,SC,Berkeley County,2013,"29,750",15.7,"50,794"
45,17,SC,Calhoun County,2013,"2,939",19.7,"40,593"
45,19,SC,Charleston County,2013,"63,040",17.4,"51,206"
45,21,SC,Cherokee County,2013,"13,348",24.3,"37,726"
45,23,SC,Chester County,2013,"6,980",21.6,"36,523"
45,25,SC,Chesterfield County,2013,"12,067",26.5,"33,591"
45,27,SC,Clarendon County,2013,"8,915",27.3,"30,096"
45,29,SC,Colleton County,2013,"8,956",24,"33,817"
45,31,SC,Darlington County,2013,"18,755",28.2,"34,209"
45,33,SC,Dillon County,2013,"8,325",27.1,"33,696"
45,35,SC,Dorchester County,2013,"19,017",13.3,"55,193"
45,37,SC,Edgefield County,2013,"4,630",19.7,"44,862"
45,39,SC,Fairfield County,2013,"5,245",23.1,"35,531"
45,41,SC,Florence County,2013,"27,126",20.1,"41,028"
45,43,SC,Georgetown County,2013,"12,749",21.3,"41,213"
45,45,SC,Greenville County,2013,"74,913",16.2,"49,476"
45,47,SC,Greenwood County,2013,"17,211",25.6,"37,217"
45,49,SC,Hampton County,2013,"5,139",27.3,"32,941"
45,51,SC,Horry County,2013,"54,572",19.1,"41,808"
45,53,SC,Jasper County,2013,"6,835",27.2,"34,852"
45,55,SC,Kershaw County,2013,"10,125",16.3,"44,787"
45,57,SC,Lancaster County,2013,"14,696",18.8,"40,837"
45,59,SC,Laurens County,2013,"14,737",23,"36,771"
45,61,SC,Lee County,2013,"5,378",32.8,"30,972"
45,63,SC,Lexington County,2013,"34,587",12.8,"53,880"
45,65,SC,McCormick County,2013,"1,889",21.9,"38,186"
45,67,SC,Marion County,2013,"9,762",30.7,"28,520"
