STATE,CNTYCD,STATEDESC,COUNTY,YEAR,POVERTY,POVERTYRATE,INCOME
1,77,AL,Lauderdale County,2010,"15,992",17.6,"39,213"
1,79,AL,Lawrence County,2010,"6,166",18.1,"37,365"
1,81,AL,Lee County,2010,"28,964",21.3,"40,102"
1,83,AL,Limestone County,2010,"11,284",14.1,"49,667"
1,85,AL,Lowndes County,2010,"3,419",30.7,"28,754"
1,87,AL,Macon County,2010,"6,160",31.2,"27,041"
1,89,AL,Madison County,2010,"41,676",12.7,"54,633"
1,91,AL,Marengo County,2010,"4,883",23.6,"33,085"
1,93,AL,Marion County,2010,"6,240",20.9,"32,080"
1,95,AL,Marshall County,2010,"17,797",19.4,"38,859"
1,97,AL,Mobile County,2010,"83,457",20.5,"39,753"
1,99,AL,Monroe County,2010,"6,443",28.4,"31,744"
1,101,AL,Montgomery County,2010,"46,972",21.3,"41,556"
1,103,AL,Morgan County,2010,"16,562",14.1,"44,859"
1,105,AL,Perry County,2010,"3,874",39.5,"24,742"
1,107,AL,Pickens County,2010,"4,723",24.4,"31,032"
1,109,AL,Pike County,2010,"9,304",30,"32,771"
1,111,AL,Randolph County,2010,"5,559",24.8,"32,584"
1,113,AL,Russell County,2010,"12,654",24.1,"32,733"
1,115,AL,St. Clair County,2010,"10,578",13,"48,296"
1,117,AL,Shelby County,2010,"18,948",9.8,"67,135"
1,119,AL,Sumter County,2010,"4,080",31.3,"25,586"
1,121,AL,Talladega County,2010,"17,912",22.7,"35,646"
1,123,AL,Tallapoosa County,2010,"7,502",18.3,"34,440"
1,125,AL,Tuscaloosa County,2010,"33,258",18,"43,098"
1,127,AL,Walker County,2010,"15,288",23.2,"36,044"
1,129,AL,Washington County,2010,"3,406",19.6,"37,639"
1,131,AL,Wilcox County,2010,"4,547",39.6,"21,611"
1,133,AL,Winston County,2010,"4,894",20.3,"32,574"
2,0,AK,Alaska,2010,"76,850",11,"63,456"
2,13,AK,Aleutians East Borough,2010,527,16.8,"47,077"
2,16,AK,Aleutians West Census Area,2010,482,9,"58,517"
2,20,AK,Anchorage Borough,2010,"27,351",9.6,"70,524"
2,50,AK,Bethel Census Area,2010,"3,794",22.6,"45,481"
2,60,AK,Bristol Bay Borough,2010,86,8.8,"62,912"
2,68,AK,Denali Borough,2010,102,5.6,"61,004"
2,70,AK,Dillingham Census Area,2010,995,20.6,"46,845"
2,90,AK,Fairbanks North Star Borough,2010,"8,804",9.4,"60,472"
2,100,AK,Haines Borough,2010,304,12.1,"46,111"
2,105,AK,Hoonah-Angoon Census Area,2010,416,19.4,"38,122"
2,110,AK,Juneau Borough,2010,"2,524",8.2,"69,844"
2,122,AK,Kenai Peninsula Borough,2010,"5,798",10.7,"57,347"
2,130,AK,Ketchikan Gateway Borough,2010,"1,335",10,"58,073"
2,150,AK,Kodiak Island Borough,2010,"1,116",8.3,"59,847"
2,164,AK,Lake and Peninsula Borough,2010,287,17.7,"39,794"
2,170,AK,Matanuska-Susitna Borough,2010,"9,618",10.9,"68,670"
2,180,AK,Nome Census Area,2010,"2,295",24.6,"43,147"
2,185,AK,North Slope Borough,2010,"1,074",11.4,"68,744"
2,188,AK,Northwest Arctic Borough,2010,"1,494",20,"49,466"
2,195,AK,Petersburg Census Area,2010,406,10.6,"52,294"
2,198,AK,Prince of Wales-Hyder Census Area,2010,957,17.2,"40,756"
2,220,AK,Sitka Borough,2010,800,9.1,"58,000"
2,230,AK,Skagway Municipality,2010,40,4.2,"58,550"
2,240,AK,Southeast Fairbanks Census Area,2010,938,13.4,"54,508"
2,261,AK,Valdez-Cordova Census Area,2010,858,9,"60,297"
2,270,AK,Wade Hampton Census Area,2010,"2,530",34.1,"30,883"
2,275,AK,Wrangell City and Borough,2010,307,13.1,"42,752"
2,282,AK,Yakutat Borough,2010,97,14.7,"49,331"
2,290,AK,Yukon-Koyukuk Census Area,2010,"1,512",27.1,"35,177"
4,0,AZ,Arizona,2010,"1,105,075",17.6,"46,787"
4,1,AZ,Apache County,2010,"24,394",34.5,"30,651"
4,3,AZ,Cochise County,2010,"22,199",17.7,"43,677"
4,5,AZ,Coconino County,2010,"30,121",23.8,"43,051"
4,7,AZ,Gila County,2010,"10,403",19.8,"37,430"
4,9,AZ,Graham County,2010,"7,185",21.6,"39,299"
4,11,AZ,Greenlee County,2010,"1,052",12.7,"49,592"
4,12,AZ,La Paz County,2010,"4,769",23.7,"33,818"
4,13,AZ,Maricopa County,2010,"625,090",16.6,"50,424"
4,15,AZ,Mohave County,2010,"36,831",18.7,"36,446"
4,17,AZ,Navajo County,2010,"29,291",27.8,"37,723"
4,19,AZ,Pima County,2010,"170,806",17.8,"44,293"
4,21,AZ,Pinal County,2010,"51,500",14.4,"49,833"
4,23,AZ,Santa Cruz County,2010,"13,247",28,"33,952"
4,25,AZ,Yavapai County,2010,"37,975",18.3,"40,562"
4,27,AZ,Yuma County,2010,"40,210",21.1,"40,609"
5,0,AR,Arkansas,2010,"529,710",18.7,"38,413"
5,1,AR,Arkansas County,2010,"3,477",18.6,"38,129"
5,3,AR,Ashley County,2010,"4,200",19.4,"37,042"
5,5,AR,Baxter County,2010,"6,419",15.7,"34,421"
5,7,AR,Benton County,2010,"22,444",10.2,"52,417"
5,9,AR,Boone County,2010,"5,819",16,"35,532"
5,11,AR,Bradley County,2010,"3,229",28.5,"31,047"
5,13,AR,Calhoun County,2010,804,15.6,"36,955"
5,15,AR,Carroll County,2010,"4,469",16.4,"33,789"
5,17,AR,Chicot County,2010,"3,396",30.7,"27,321"
5,19,AR,Clark County,2010,"4,515",22.2,"33,433"
5,21,AR,Clay County,2010,"2,905",18.3,"31,976"
5,23,AR,Cleburne County,2010,"4,751",18.6,"35,472"
5,25,AR,Cleveland County,2010,"1,334",15.5,"40,402"
5,27,AR,Columbia County,2010,"5,946",25.6,"34,538"
5,29,AR,Conway County,2010,"3,808",18.2,"37,475"
5,31,AR,Craighead County,2010,"19,617",21.1,"37,780"
5,33,AR,Crawford County,2010,"9,712",15.8,"39,672"
5,35,AR,Crittenden County,2010,"15,217",30.3,"33,938"
5,37,AR,Cross County,2010,"3,443",19.6,"35,080"
5,39,AR,Dallas County,2010,"1,486",19.4,"31,350"
5,41,AR,Desha County,2010,"3,611",28,"29,586"
5,43,AR,Drew County,2010,"3,698",20.9,"34,952"
5,45,AR,Faulkner County,2010,"16,185",14.8,"46,199"
5,47,AR,Franklin County,2010,"3,059",17.2,"38,514"
5,49,AR,Fulton County,2010,"2,268",18.9,"30,191"
5,51,AR,Garland County,2010,"20,502",21.7,"36,690"
5,53,AR,Grant County,2010,"2,108",11.9,"45,347"
5,55,AR,Greene County,2010,"7,058",17,"36,391"
5,57,AR,Hempstead County,2010,"4,861",21.8,"31,786"
5,59,AR,Hot Spring County,2010,"4,778",15.3,"37,243"
5,61,AR,Howard County,2010,"2,862",21,"32,543"
5,63,AR,Independence County,2010,"6,490",18.2,"35,888"
5,65,AR,Izard County,2010,"2,403",18.6,"29,883"
5,67,AR,Jackson County,2010,"4,120",25.8,"30,405"
5,69,AR,Jefferson County,2010,"16,248",22.7,"35,092"
5,71,AR,Johnson County,2010,"5,469",21.9,"32,326"
5,73,AR,Lafayette County,2010,"1,735",23.2,"29,084"
5,75,AR,Lawrence County,2010,"3,756",22.4,"32,869"
5,77,AR,Lee County,2010,"3,235",37.5,"25,944"
5,79,AR,Lincoln County,2010,"3,032",28.5,"35,070"
5,81,AR,Little River County,2010,"2,316",17.8,"37,260"
5,83,AR,Logan County,2010,"3,729",17.1,"36,015"
5,85,AR,Lonoke County,2010,"8,415",12.4,"50,021"
5,87,AR,Madison County,2010,"3,008",19.3,"34,547"
5,89,AR,Marion County,2010,"3,207",19.5,"31,438"
5,91,AR,Miller County,2010,"8,454",20.1,"37,806"
5,93,AR,Mississippi County,2010,"11,349",25,"32,169"
5,95,AR,Monroe County,2010,"2,130",26.6,"28,637"
5,97,AR,Montgomery County,2010,"2,073",22.2,"32,032"
5,99,AR,Nevada County,2010,"2,219",25.2,"32,896"
5,101,AR,Newton County,2010,"1,920",23.3,"30,965"
5,103,AR,Ouachita County,2010,"5,212",20.3,"35,971"
5,105,AR,Perry County,2010,"1,732",16.8,"39,054"
5,107,AR,Phillips County,2010,"7,697",36,"26,933"
5,109,AR,Pike County,2010,"2,345",21.2,"31,569"
5,111,AR,Poinsett County,2010,"6,559",27.1,"32,130"
5,113,AR,Polk County,2010,"4,670",22.8,"29,938"
5,115,AR,Pope County,2010,"10,357",17.7,"39,040"
5,117,AR,Prairie County,2010,"1,563",18.3,"36,898"
5,119,AR,Pulaski County,2010,"64,502",17.1,"44,733"
5,121,AR,Randolph County,2010,"3,380",19.2,"33,401"
5,123,AR,St. Francis County,2010,"7,875",32.7,"29,825"
5,125,AR,Saline County,2010,"10,222",9.6,"53,430"
5,127,AR,Scott County,2010,"2,499",22.5,"29,633"
5,129,AR,Searcy County,2010,"1,917",23.7,"27,896"
5,131,AR,Sebastian County,2010,"25,412",20.5,"38,724"
5,133,AR,Sevier County,2010,"3,976",23.5,"35,279"
5,135,AR,Sharp County,2010,"4,270",25.1,"28,933"
5,137,AR,Stone County,2010,"2,744",22.4,"29,182"
5,139,AR,Union County,2010,"8,877",21.6,"36,934"
5,141,AR,Van Buren County,2010,"3,547",20.9,"32,142"
5,143,AR,Washington County,2010,"38,428",19.6,"39,692"
5,145,AR,White County,2010,"12,362",16.7,"39,974"
5,147,AR,Woodruff County,2010,"1,843",25.9,"27,003"
5,149,AR,Yell County,2010,"4,435",20.3,"33,522"
6,0,CA,California,2010,"5,785,036",15.8,"57,664"
6,1,CA,Alameda County,2010,"200,273",13.5,"66,937"
6,3,CA,Alpine County,2010,196,16.9,"44,241"
6,5,CA,Amador County,2010,"4,286",12.8,"49,516"
6,7,CA,Butte County,2010,"43,392",20.1,"41,168"
6,9,CA,Calaveras County,2010,"4,996",11.1,"50,745"
6,11,CA,Colusa County,2010,"3,161",14.9,"44,981"
6,13,CA,Contra Costa County,2010,"97,544",9.3,"73,678"
6,15,CA,Del Norte County,2010,"5,824",23.5,"35,438"
6,17,CA,El Dorado County,2010,"16,825",9.4,"65,201"
6,19,CA,Fresno County,2010,"245,330",26.8,"44,869"
6,21,CA,Glenn County,2010,"4,890",17.6,"40,859"
6,23,CA,Humboldt County,2010,"23,752",18,"38,254"
6,25,CA,Imperial County,2010,"36,666",22.3,"39,261"
6,27,CA,Inyo County,2010,"2,535",13.9,"44,507"
6,29,CA,Kern County,2010,"172,531",21.4,"45,045"
6,31,CA,Kings County,2010,"29,606",22.5,"44,020"
6,33,CA,Lake County,2010,"13,438",21,"35,914"
6,35,CA,Lassen County,2010,"4,198",16.8,"50,093"
6,37,CA,Los Angeles County,2010,"1,699,264",17.6,"52,595"
6,39,CA,Madera County,2010,"30,912",21.7,"43,596"
6,41,CA,Marin County,2010,"22,456",9.2,"82,383"
6,43,CA,Mariposa County,2010,"2,665",14.8,"42,222"
6,45,CA,Mendocino County,2010,"16,976",19.6,"40,339"
6,47,CA,Merced County,2010,"58,212",23.1,"41,730"
6,49,CA,Modoc County,2010,"2,061",21.9,"34,579"
6,51,CA,Mono County,2010,"1,530",10.8,"52,768"
6,53,CA,Monterey County,2010,"68,031",17.1,"53,735"
6,55,CA,Napa County,2010,"14,189",10.7,"62,893"
6,57,CA,Nevada County,2010,"11,456",11.7,"54,154"
6,59,CA,Orange County,2010,"363,924",12.2,"70,727"
6,61,CA,Placer County,2010,"31,489",9.1,"68,330"
6,63,CA,Plumas County,2010,"3,012",15.3,"41,421"
6,65,CA,Riverside County,2010,"354,768",16.4,"53,981"
6,67,CA,Sacramento County,2010,"234,470",16.7,"52,655"
6,69,CA,San Benito County,2010,"7,010",12.7,"58,194"
6,71,CA,San Bernardino County,2010,"362,099",18.1,"52,270"
6,73,CA,San Diego County,2010,"445,556",14.8,"59,759"
6,75,CA,San Francisco County,2010,"100,910",12.8,"70,883"
6,77,CA,San Joaquin County,2010,"128,331",19,"49,742"
6,79,CA,San Luis Obispo County,2010,"36,179",14.3,"53,620"
6,81,CA,San Mateo County,2010,"49,908",7,"82,413"
6,83,CA,Santa Barbara County,2010,"72,112",17.7,"56,243"
6,85,CA,Santa Clara County,2010,"186,051",10.6,"84,627"
6,87,CA,Santa Cruz County,2010,"36,174",14.2,"60,247"
6,89,CA,Shasta County,2010,"31,766",18.2,"41,058"
6,91,CA,Sierra County,2010,427,13.4,"42,800"
6,93,CA,Siskiyou County,2010,"9,558",21.5,"36,001"
6,95,CA,Solano County,2010,"49,159",12.2,"62,948"
6,97,CA,Sonoma County,2010,"60,909",12.8,"58,703"
6,99,CA,Stanislaus County,2010,"100,554",19.7,"47,442"
6,101,CA,Sutter County,2010,"15,780",16.8,"46,188"
6,103,CA,Tehama County,2010,"12,810",20.4,"38,188"
6,105,CA,Trinity County,2010,"2,494",18.4,"35,207"
6,107,CA,Tulare County,2010,"108,143",24.6,"42,377"
6,109,CA,Tuolumne County,2010,"7,720",15.2,"44,751"
6,111,CA,Ventura County,2010,"89,880",11,"71,418"
6,113,CA,Yolo County,2010,"31,942",16.4,"54,433"
6,115,CA,Yuba County,2010,"14,708",20.7,"41,045"
8,0,CO,Colorado,2010,"651,744",13.2,"54,411"
8,1,CO,Adams County,2010,"57,201",13,"52,785"
8,3,CO,Alamosa County,2010,"3,103",21,"36,339"
8,5,CO,Arapahoe County,2010,"65,173",11.4,"58,152"
8,7,CO,Archuleta County,2010,"1,565",13.1,"46,165"
8,9,CO,Baca County,2010,641,17.3,"33,086"
8,11,CO,Bent County,2010,"1,349",30.9,"33,702"
8,13,CO,Boulder County,2010,"39,097",13.6,"62,215"
8,14,CO,Broomfield County,2010,"3,323",6,"76,006"
8,15,CO,Chaffee County,2010,"2,120",12.9,"42,420"
8,17,CO,Cheyenne County,2010,216,12.1,"44,464"
8,19,CO,Clear Creek County,2010,774,8.6,"64,822"
8,21,CO,Conejos County,2010,"1,755",21.3,"32,254"
8,23,CO,Costilla County,2010,907,25.7,"27,305"
8,25,CO,Crowley County,2010,"1,087",34.7,"34,569"
8,27,CO,Custer County,2010,616,15,"42,951"
8,29,CO,Delta County,2010,"4,745",15.7,"40,288"
8,31,CO,Denver County,2010,"125,722",21.3,"45,415"
8,33,CO,Dolores County,2010,266,12.9,"40,511"
8,35,CO,Douglas County,2010,"9,985",3.5,"97,806"
8,37,CO,Eagle County,2010,"4,404",8.5,"69,182"
8,39,CO,Elbert County,2010,"1,490",6.5,"78,550"
8,41,CO,El Paso County,2010,"81,507",13.4,"51,553"
8,43,CO,Fremont County,2010,"6,344",16.7,"40,543"
8,45,CO,Garfield County,2010,"5,306",9.6,"60,456"
8,47,CO,Gilpin County,2010,406,7.5,"63,024"
8,49,CO,Grand County,2010,"1,217",8.3,"55,818"
8,51,CO,Gunnison County,2010,"2,106",14.5,"47,698"
8,53,CO,Hinsdale County,2010,78,9.4,"48,195"
8,55,CO,Huerfano County,2010,"1,475",22.7,"31,696"
8,57,CO,Jackson County,2010,210,15.1,"43,691"
8,59,CO,Jefferson County,2010,"46,566",8.8,"64,181"
8,61,CO,Kiowa County,2010,180,13,"37,600"
8,63,CO,Kit Carson County,2010,"1,008",14,"39,498"
8,65,CO,Lake County,2010,"1,034",14.4,"43,565"
8,67,CO,La Plata County,2010,"5,705",11.5,"53,029"
8,69,CO,Larimer County,2010,"39,772",13.6,"54,739"
8,71,CO,Las Animas County,2010,"2,754",18.8,"37,700"
8,73,CO,Lincoln County,2010,791,17.9,"39,230"
8,75,CO,Logan County,2010,"3,074",16.3,"40,637"
8,77,CO,Mesa County,2010,"20,998",14.7,"47,324"
8,79,CO,Mineral County,2010,84,11.9,"45,645"
8,81,CO,Moffat County,2010,"1,384",10.1,"55,913"
8,83,CO,Montezuma County,2010,"4,402",17.4,"41,074"
8,85,CO,Montrose County,2010,"6,128",15,"44,002"
8,87,CO,Morgan County,2010,"3,907",14.2,"43,209"
8,89,CO,Otero County,2010,"3,659",19.9,"34,360"
8,91,CO,Ouray County,2010,416,9.4,"54,920"
8,93,CO,Park County,2010,"1,501",9.3,"66,400"
8,95,CO,Phillips County,2010,502,11.4,"44,064"
8,97,CO,Pitkin County,2010,"1,199",7,"65,568"
8,99,CO,Prowers County,2010,"2,810",23,"34,488"
8,101,CO,Pueblo County,2010,"30,418",19.6,"39,107"
8,103,CO,Rio Blanco County,2010,550,8.6,"59,308"
8,105,CO,Rio Grande County,2010,"2,045",17.3,"37,300"
8,107,CO,Routt County,2010,"1,795",7.7,"60,506"
8,109,CO,Saguache County,2010,"1,528",25.1,"30,985"
8,111,CO,San Juan County,2010,112,15.9,"37,001"
8,113,CO,San Miguel County,2010,732,10,"62,368"
8,115,CO,Sedgwick County,2010,319,13.6,"36,749"
8,117,CO,Summit County,2010,"2,831",10.1,"60,087"
8,119,CO,Teller County,2010,"2,025",8.7,"59,966"
8,121,CO,Washington County,2010,643,13.9,"40,914"
8,123,CO,Weld County,2010,"35,454",14.3,"52,334"
8,125,CO,Yuma County,2010,"1,228",12.5,"43,361"
9,0,CT,Connecticut,2010,"348,881",10.1,"64,321"
9,1,CT,Fairfield County,2010,"84,125",9.3,"74,634"
9,3,CT,Hartford County,2010,"98,243",11.3,"60,028"
9,5,CT,Litchfield County,2010,"12,650",6.7,"66,076"
9,7,CT,Middlesex County,2010,"11,030",6.8,"70,805"
9,9,CT,New Haven County,2010,"97,210",11.6,"57,070"
9,11,CT,New London County,2010,"23,382",8.9,"61,792"
9,13,CT,Tolland County,2010,"8,794",6.4,"74,868"
9,15,CT,Windham County,2010,"13,447",11.8,"56,564"
10,0,DE,Delaware,2010,"104,456",11.9,"56,172"
10,1,DE,Kent County,2010,"19,145",12.1,"51,490"
10,3,DE,New Castle County,2010,"58,386",11.2,"59,877"
10,5,DE,Sussex County,2010,"26,924",13.9,"48,582"
11,0,DC,District of Columbia,2010,"107,279",18.8,"60,729"
11,1,DC,District of Columbia,2010,"107,279",18.8,"60,729"
12,0,FL,Florida,2010,"3,048,621",16.5,"44,390"
12,1,FL,Alachua County,2010,"59,315",25.3,"40,656"
12,3,FL,Baker County,2010,"4,318",17.5,"45,802"
12,5,FL,Bay County,2010,"24,862",15.1,"44,364"
12,7,FL,Bradford County,2010,"4,643",19.4,"39,454"
12,9,FL,Brevard County,2010,"72,157",13.5,"46,331"
12,11,FL,Broward County,2010,"256,295",14.7,"47,917"
12,13,FL,Calhoun County,2010,"2,802",22.1,"34,054"
12,15,FL,Charlotte County,2010,"21,748",13.9,"41,991"
12,17,FL,Citrus County,2010,"23,869",17.2,"36,174"
12,19,FL,Clay County,2010,"21,453",11.3,"57,913"
12,21,FL,Collier County,2010,"50,218",15.7,"53,341"
12,23,FL,Columbia County,2010,"12,253",19.5,"34,870"
12,27,FL,DeSoto County,2010,"10,429",32.9,"33,966"
12,29,FL,Dixie County,2010,"3,968",26.6,"30,967"
12,31,FL,Duval County,2010,"140,254",16.6,"46,112"
12,33,FL,Escambia County,2010,"53,655",19.1,"41,428"
12,35,FL,Flagler County,2010,"14,738",15.5,"45,685"
12,37,FL,Franklin County,2010,"2,357",24.2,"34,522"
12,39,FL,Gadsden County,2010,"10,678",23.8,"35,704"
12,41,FL,Gilchrist County,2010,"3,316",21,"38,517"
12,43,FL,Glades County,2010,"2,383",21,"39,089"
12,45,FL,Gulf County,2010,"2,604",21.1,"39,403"
12,47,FL,Hamilton County,2010,"3,588",30.8,"31,820"
12,49,FL,Hardee County,2010,"7,856",30.3,"33,732"
12,51,FL,Hendry County,2010,"9,963",26.7,"37,220"
12,53,FL,Hernando County,2010,"25,728",15.1,"37,867"
12,55,FL,Highlands County,2010,"20,137",20.7,"34,469"
12,57,FL,Hillsborough County,2010,"202,827",16.7,"46,043"
12,59,FL,Holmes County,2010,"4,072",22.5,"33,696"
12,61,FL,Indian River County,2010,"19,657",14.4,"47,525"
12,63,FL,Jackson County,2010,"7,910",19,"37,351"
12,65,FL,Jefferson County,2010,"2,481",18.5,"39,113"
12,67,FL,Lafayette County,2010,"1,761",26,"36,001"
12,69,FL,Lake County,2010,"39,711",13.5,"42,343"
12,71,FL,Lee County,2010,"104,752",17.1,"44,377"
12,73,FL,Leon County,2010,"68,765",26.3,"42,393"
12,75,FL,Levy County,2010,"10,822",27,"32,197"
12,77,FL,Liberty County,2010,"1,491",22.9,"37,815"
12,79,FL,Madison County,2010,"4,034",23.4,"31,942"
12,81,FL,Manatee County,2010,"46,119",14.5,"44,990"
12,83,FL,Marion County,2010,"63,368",19.6,"37,162"
12,85,FL,Martin County,2010,"16,130",11.3,"49,539"
12,86,FL,Miami-Dade County,2010,"500,537",20.3,"40,145"
12,87,FL,Monroe County,2010,"9,116",12.6,"50,388"
12,89,FL,Nassau County,2010,"8,255",11.3,"57,605"
12,91,FL,Okaloosa County,2010,"21,792",12.4,"51,173"
12,93,FL,Okeechobee County,2010,"8,354",22.3,"35,417"
12,95,FL,Orange County,2010,"183,812",16.4,"45,105"
12,97,FL,Osceola County,2010,"43,365",16.3,"42,165"
12,99,FL,Palm Beach County,2010,"186,355",14.3,"49,891"
12,101,FL,Pasco County,2010,"69,670",15.2,"42,184"
12,103,FL,Pinellas County,2010,"127,567",14.2,"42,628"
12,105,FL,Polk County,2010,"103,277",17.5,"41,184"
12,107,FL,Putnam County,2010,"19,414",26.7,"33,300"
12,109,FL,St. Johns County,2010,"22,672",12,"60,841"
12,111,FL,St. Lucie County,2010,"48,578",17.6,"39,378"
12,113,FL,Santa Rosa County,2010,"18,609",12.6,"51,208"
12,115,FL,Sarasota County,2010,"48,896",13.1,"46,047"
12,117,FL,Seminole County,2010,"46,071",11,"57,381"
12,119,FL,Sumter County,2010,"11,035",13,"45,165"
12,121,FL,Suwannee County,2010,"8,366",20.9,"39,259"
12,123,FL,Taylor County,2010,"3,968",20.6,"35,343"
12,125,FL,Union County,2010,"2,604",24.3,"40,523"
12,127,FL,Volusia County,2010,"79,513",16.5,"41,368"
12,129,FL,Wakulla County,2010,"3,856",14.1,"47,566"
12,131,FL,Walton County,2010,"8,759",16.5,"44,622"
12,133,FL,Washington County,2010,"4,691",21.1,"35,378"
13,0,GA,Georgia,2010,"1,698,004",18,"46,252"
13,1,GA,Appling County,2010,"4,347",24.5,"36,601"
13,3,GA,Atkinson County,2010,"3,018",36.3,"28,579"
13,5,GA,Bacon County,2010,"2,750",25.6,"31,692"
13,7,GA,Baker County,2010,884,26,"33,950"
13,9,GA,Baldwin County,2010,"11,130",27,"36,091"
13,11,GA,Banks County,2010,"3,004",16.4,"42,196"
13,13,GA,Barrow County,2010,"8,339",12,"52,391"
13,15,GA,Bartow County,2010,"14,369",14.5,"43,825"
13,17,GA,Ben Hill County,2010,"4,838",27.9,"29,910"
13,19,GA,Berrien County,2010,"4,138",21.7,"32,859"
13,21,GA,Bibb County,2010,"38,737",25.9,"36,220"
13,23,GA,Bleckley County,2010,"2,306",19.8,"38,513"
13,25,GA,Brantley County,2010,"4,318",23.6,"35,732"
13,27,GA,Brooks County,2010,"3,962",24.5,"32,067"
13,29,GA,Bryan County,2010,"3,560",11.8,"65,478"
13,31,GA,Bulloch County,2010,"22,553",34.3,"31,943"
13,33,GA,Burke County,2010,"7,574",32.9,"30,688"
13,35,GA,Butts County,2010,"3,506",16.5,"43,777"
13,37,GA,Calhoun County,2010,"1,834",36.8,"28,618"
13,39,GA,Camden County,2010,"7,543",15.5,"48,967"
13,43,GA,Candler County,2010,"2,701",25.2,"30,496"
13,45,GA,Carroll County,2010,"20,312",19,"45,242"
13,47,GA,Catoosa County,2010,"9,039",14.3,"47,337"
13,49,GA,Charlton County,2010,"2,894",27.9,"32,316"
13,51,GA,Chatham County,2010,"49,899",19.7,"42,728"
13,53,GA,Chattahoochee County,2010,"1,452",18.5,"46,292"
13,55,GA,Chattooga County,2010,"4,922",20.5,"33,990"
13,57,GA,Cherokee County,2010,"18,346",8.6,"63,520"
13,59,GA,Clarke County,2010,"35,801",33.3,"34,000"
13,61,GA,Clay County,2010,"1,109",35.7,"27,080"
13,63,GA,Clayton County,2010,"57,649",22.6,"36,595"
13,65,GA,Clinch County,2010,"1,650",24.7,"30,428"
13,67,GA,Cobb County,2010,"95,398",14,"59,471"
13,69,GA,Coffee County,2010,"10,250",25.9,"33,527"
13,71,GA,Colquitt County,2010,"11,742",26.2,"32,010"
13,73,GA,Columbia County,2010,"10,959",8.8,"64,435"
13,75,GA,Cook County,2010,"4,204",24.7,"32,244"
13,77,GA,Coweta County,2010,"14,026",11,"56,407"
13,79,GA,Crawford County,2010,"2,365",19,"41,593"
13,81,GA,Crisp County,2010,"6,836",29.9,"35,232"
13,83,GA,Dade County,2010,"2,535",16.3,"40,161"
13,85,GA,Dawson County,2010,"3,044",13.9,"51,127"
13,87,GA,Decatur County,2010,"6,712",25.1,"33,288"
13,89,GA,DeKalb County,2010,"131,946",19.4,"47,068"
13,91,GA,Dodge County,2010,"4,453",22.5,"33,731"
13,93,GA,Dooly County,2010,"3,244",25.2,"32,216"
13,95,GA,Dougherty County,2010,"31,930",35.1,"31,200"
13,97,GA,Douglas County,2010,"16,581",12.7,"52,887"
13,99,GA,Early County,2010,"2,978",27.6,"30,572"
